start,end,tournament,round,round_match_number,player1,player2,deck1,deck2,map,victor,victory,format,unknown_order,recorder,notes
2018-07-06,2018-07-15,CAMS18,3,3,CarpeGuitarrem,Shax,MonoRed,[Necromancy]/Blood/Peace,,Shax,normal,forum,,charnel_mouse,
2018-07-12,2018-07-16,CAMS18,4,3,Dreamfire,cstick,[Demonology]/Anarchy/Balance,[Finesse]/Discipline/Present,,Dreamfire,normal,forum,,charnel_mouse,
2018-07-08,2018-07-17,CAMS18,3,5,RathyAro,Bomber678,Nightmare,[Future]/Blood/Peace,,Bomber678,normal,forum,,charnel_mouse,
2018-07-12,2018-07-19,CAMS18,4,1,zhavier,Shadow_Night_Black,Miracle Grow,MonoPurple,,zhavier,normal,forum,,charnel_mouse,
2018-07-16,2018-07-19,CAMS18,4,2,RathyAro,FrozenStorm,Nightmare,Nightmare,,FrozenStorm,normal,forum,,charnel_mouse,
2018-07-16,2018-07-19,CAMS18,4,6,Shax,charnel_mouse,[Necromancy]/Blood/Peace,[Balance/Growth]/Strength,,charnel_mouse,normal,forum,,charnel_mouse,
2018-07-17,2018-07-23,CAMS18,4,4,Bomber678,CarpeGuitarrem,[Future]/Blood/Peace,MonoRed,,Bomber678,normal,forum,,charnel_mouse,
2018-07-12,2018-07-24,CAMS18,4,5,Nekoatl,Lettucemode,[Demonology]/Growth/Strength,MonoGreen,,Nekoatl,normal,forum,,charnel_mouse,
2018-07-21,2018-07-24,CAMS18,5,3,cstick,RathyAro,[Finesse]/Discipline/Present,Nightmare,,cstick,normal,forum,,charnel_mouse,
2018-07-24,2018-07-25,CAMS18,5,4,Nekoatl,Bomber678,[Demonology]/Growth/Strength,[Future]/Blood/Peace,,Bomber678,normal,forum,,charnel_mouse,
2018-07-20,2018-07-26,CAMS18,5,1,Dreamfire,zhavier,[Demonology]/Anarchy/Balance,Miracle Grow,,Dreamfire,normal,forum,,charnel_mouse,
2018-07-20,2018-07-29,CAMS18,5,2,Shadow_Night_Black,FrozenStorm,MonoPurple,Nightmare,,FrozenStorm,normal,forum,,charnel_mouse,
2018-07-29,2018-07-31,CAMS18,6,1,Bomber678,FrozenStorm,[Future]/Blood/Peace,Nightmare,,Bomber678,normal,forum,,charnel_mouse,
2018-08-01,2018-08-13,CAMS18,6,3,charnel_mouse,cstick,[Balance/Growth]/Strength,[Finesse]/Discipline/Present,,cstick,normal,forum,,charnel_mouse,
2018-08-02,2018-08-14,CAMS18,6,2,Shadow_Night_Black,Dreamfire,MonoPurple,[Demonology]/Anarchy/Balance,,Dreamfire,timeout,forum,,charnel_mouse,
2018-08-14,2018-08-15,CAMS18,7,2,zhavier,cstick,Miracle Grow,[Finesse]/Discipline/Present,,zhavier,normal,forum,,charnel_mouse,
2018-08-14,2018-08-16,CAMS18,7,1,Dreamfire,Bomber678,[Demonology]/Anarchy/Balance,[Future]/Blood/Peace,,Dreamfire,normal,forum,,charnel_mouse,
2018-08-16,2018-08-17,CAMS18,8,2,FrozenStorm,Bomber678,Nightmare,[Future]/Blood/Peace,,FrozenStorm,normal,forum,,charnel_mouse,
2018-08-16,2018-08-18,CAMS18,8,1,zhavier,Dreamfire,Miracle Grow,[Demonology]/Anarchy/Balance,,Dreamfire,normal,forum,,charnel_mouse,
2018-08-19,2018-08-21,CAMS18,9,1,zhavier,FrozenStorm,Miracle Grow,Nightmare,,zhavier,normal,forum,,charnel_mouse,
2018-08-21,2018-08-23,CAMS18,10,1,Dreamfire,zhavier,[Demonology]/Anarchy/Balance,Miracle Grow,,Dreamfire,normal,forum,,charnel_mouse,
2018-09-21,2018-09-23,XCAFS18,1,6,Marto,Bomber678,[Necromancy]/Balance/Present,Crashbarrow.dec,,Marto,normal,forum,,charnel_mouse,
2018-09-21,2018-09-24,XCAFS18,1,3,codexnewb,witspur,[Finesse]/Growth/Necromancy,[Demonology]/Discipline/Finesse,,codexnewb,normal,forum,,charnel_mouse,
2018-09-21,2018-09-24,XCAFS18,1,5,Nekoatl,charnel_mouse,[Finesse]/Peace/Truth,[Finesse]/Balance/Growth,,Nekoatl,normal,forum,,charnel_mouse,
2018-09-23,2018-09-25,XCAFS18,1,2,deluks917,cstick,MonoRed,[Necromancy]/Law/Present,,cstick,normal,forum,,charnel_mouse,
2018-09-22,2018-09-26,XCAFS18,1,1,thehug0naut,zhavier,[Feral/Growth]/Present,[Blood]/Feral/Growth,,zhavier,normal,forum,,charnel_mouse,
2018-09-22,2018-09-26,XCAFS18,1,4,CarpeGuitarrem,Dreamfire,MonoRed,[Discipline]/Feral/Necromancy,,CarpeGuitarrem,normal,forum,,charnel_mouse,
2018-09-26,2018-09-27,XCAFS18,2,2,zhavier,codexnewb,[Blood]/Feral/Growth,[Finesse]/Growth/Necromancy,,zhavier,normal,forum,,charnel_mouse,
2018-09-26,2018-09-28,XCAFS18,2,1,cstick,Nekoatl,[Necromancy]/Law/Present,[Finesse]/Peace/Truth,,cstick,normal,forum,,charnel_mouse,
2018-09-26,2018-09-28,XCAFS18,2,3,FrozenStorm,Marto,[Necromancy]/Blood/Fire,[Necromancy]/Balance/Present,,Marto,normal,forum,,charnel_mouse,
2018-09-27,2018-10-02,XCAFS18,2,6,Bomber678,deluks917,Crashbarrow.dec,MonoRed,,Bomber678,normal,forum,,charnel_mouse,
2018-09-27,2018-10-03,XCAFS18,2,4,charnel_mouse,CarpeGuitarrem,[Finesse]/Balance/Growth,MonoRed,,charnel_mouse,normal,forum,,charnel_mouse,
2018-09-30,2018-10-03,XCAFS18,2,7,Dreamfire,EricF,[Discipline]/Feral/Necromancy,[Feral/Growth]/Finesse,,Dreamfire,normal,forum,,charnel_mouse,
2018-10-01,2018-10-04,XCAFS18,1,7,EricF,FrozenStorm,[Feral/Growth]/Finesse,[Necromancy]/Blood/Fire,,EricF,normal,forum,,charnel_mouse,
2018-09-27,2018-10-04,XCAFS18,2,5,witspur,thehug0naut,[Demonology]/Discipline/Finesse,[Feral/Growth]/Present,,thehug0naut,normal,forum,,charnel_mouse,
2018-10-05,2018-10-05,XCAFS18,3,1,cstick,zhavier,[Necromancy]/Law/Present,[Blood]/Feral/Growth,,cstick,normal,forum,,charnel_mouse,
2018-10-05,2018-10-08,XCAFS18,3,4,charnel_mouse,EricF,[Finesse]/Balance/Growth,[Feral/Growth]/Finesse,,EricF,normal,forum,,charnel_mouse,
2018-10-06,2018-10-10,XCAFS18,3,2,Marto,CarpeGuitarrem,[Necromancy]/Balance/Present,MonoRed,,Marto,normal,forum,,charnel_mouse,
2018-10-08,2018-10-10,XCAFS18,3,5,Bomber678,Dreamfire,Crashbarrow.dec,[Discipline]/Feral/Necromancy,,Dreamfire,normal,forum,,charnel_mouse,
2018-10-05,2018-10-10,XCAFS18,3,7,FrozenStorm,witspur,[Necromancy]/Blood/Fire,[Demonology]/Discipline/Finesse,,FrozenStorm,normal,forum,,charnel_mouse,
2018-10-05,2018-10-13,XCAFS18,3,3,codexnewb,thehug0naut,[Finesse]/Growth/Necromancy,[Feral/Growth]/Present,,codexnewb,normal,forum,,charnel_mouse,
2018-10-14,2018-10-14,XCAFS18,4,1,Marto,cstick,[Necromancy]/Balance/Present,[Necromancy]/Law/Present,,cstick,normal,forum,,charnel_mouse,
2018-10-05,2018-10-15,XCAFS18,3,6,Nekoatl,deluks917,[Finesse]/Peace/Truth,MonoRed,,Nekoatl,timeout,forum,,charnel_mouse,
2018-10-13,2018-10-15,XCAFS18,4,3,zhavier,Dreamfire,[Blood]/Feral/Growth,[Discipline]/Feral/Necromancy,,zhavier,normal,forum,,charnel_mouse,
2018-10-13,2018-10-16,XCAFS18,4,4,codexnewb,FrozenStorm,[Finesse]/Growth/Necromancy,[Necromancy]/Blood/Fire,,FrozenStorm,normal,forum,,charnel_mouse,
2018-10-15,2018-10-18,XCAFS18,4,2,EricF,Nekoatl,[Feral/Growth]/Finesse,[Finesse]/Peace/Truth,,EricF,normal,forum,,charnel_mouse,
2018-10-15,2018-10-18,XCAFS18,4,5,CarpeGuitarrem,Bomber678,MonoRed,Crashbarrow.dec,,Bomber678,normal,forum,,charnel_mouse,
2018-10-19,2018-10-22,XCAFS18,5,1,cstick,EricF,[Necromancy]/Law/Present,[Feral/Growth]/Finesse,,cstick,normal,forum,,charnel_mouse,
2018-10-19,2018-10-22,XCAFS18,5,2,zhavier,Marto,[Blood]/Feral/Growth,[Necromancy]/Balance/Present,,zhavier,normal,forum,,charnel_mouse,
2018-10-20,2018-10-22,XCAFS18,5,3,FrozenStorm,Bomber678,[Necromancy]/Blood/Fire,Crashbarrow.dec,,FrozenStorm,normal,forum,,charnel_mouse,
2018-10-17,2018-10-23,XCAFS18,4,6,thehug0naut,charnel_mouse,[Feral/Growth]/Present,[Finesse]/Balance/Growth,,thehug0naut,normal,forum,,charnel_mouse,
2018-10-19,2018-10-23,XCAFS18,5,4,Nekoatl,codexnewb,[Finesse]/Peace/Truth,[Finesse]/Growth/Necromancy,,Nekoatl,normal,forum,,charnel_mouse,
2018-10-26,2018-10-27,XCAFS18,6,1,zhavier,Nekoatl,[Blood]/Feral/Growth,[Finesse]/Peace/Truth,,Nekoatl,normal,forum,,charnel_mouse,
2018-10-23,2018-10-28,XCAFS18,5,5,Dreamfire,thehug0naut,[Discipline]/Feral/Necromancy,[Feral/Growth]/Present,,Dreamfire,normal,forum,,charnel_mouse,
2018-10-28,2018-10-30,XCAFS18,6,3,Dreamfire,FrozenStorm,[Discipline]/Feral/Necromancy,[Necromancy]/Blood/Fire,,FrozenStorm,normal,forum,,charnel_mouse,
2018-10-26,2018-11-01,XCAFS18,6,2,EricF,Marto,[Feral/Growth]/Finesse,[Necromancy]/Balance/Present,,Marto,normal,forum,,charnel_mouse,
2018-11-01,2018-11-02,XCAFS18,7,1,FrozenStorm,cstick,[Necromancy]/Blood/Fire,[Necromancy]/Law/Present,,FrozenStorm,normal,forum,,charnel_mouse,
2018-11-01,2018-11-10,XCAFS18,7,2,Nekoatl,Marto,[Finesse]/Peace/Truth,[Necromancy]/Balance/Present,,Marto,normal,forum,,charnel_mouse,
2018-11-13,2018-11-16,XCAFS18,8,2,FrozenStorm,zhavier,[Necromancy]/Blood/Fire,[Blood]/Feral/Growth,,FrozenStorm,normal,forum,,charnel_mouse,
2018-11-11,2018-11-21,XCAFS18,8,1,cstick,Marto,[Necromancy]/Law/Present,[Necromancy]/Balance/Present,,Marto,normal,forum,,charnel_mouse,
2018-11-30,2018-11-30,XCAFS18,9,1,cstick,FrozenStorm,[Necromancy]/Law/Present,[Necromancy]/Blood/Fire,,FrozenStorm,timeout,forum,,charnel_mouse,Thread not started
2018-12-01,2018-12-02,XCAFS18,10,1,Marto,FrozenStorm,[Necromancy]/Balance/Present,[Necromancy]/Blood/Fire,,FrozenStorm,normal,forum,,charnel_mouse,
2018-12-21,2018-12-23,CAWS18,1,5,tie,flagrantangles,MonoPurple,[Bashing]/Fire/Peace,,flagrantangles,normal,forum,,charnel_mouse,
2018-12-21,2018-12-24,CAWS18,1,1,Bob199,Bomber678,MonoPurple,[Balance]/Law/Peace,,Bomber678,normal,forum,,charnel_mouse,
2018-12-22,2018-12-26,CAWS18,1,6,Marto,FrozenStorm,[Discipline/Strength]/Finesse,SkeleGrow,,Marto,normal,forum,,charnel_mouse,
2018-12-23,2018-12-28,CAWS18,1,7,thehug0naut,Nekoatl,[Feral]/Blood/Present,[Discipline]/Law/Past,,Nekoatl,normal,forum,,charnel_mouse,
2018-12-29,2018-12-29,CAWS18,2,2,zhavier,Bomber678,[Finesse]/Anarchy/Blood,[Balance]/Law/Peace,,zhavier,normal,forum,,charnel_mouse,
2018-12-21,2018-12-31,CAWS18,1,4,codexnewb,charnel_mouse,[Necromancy]/Anarchy/Growth,[Balance]/Blood/Strength,,codexnewb,normal,forum,,charnel_mouse,
2018-12-29,2018-12-31,CAWS18,2,4,Nekoatl,Marto,[Discipline]/Law/Past,[Discipline/Strength]/Finesse,,Marto,normal,forum,,charnel_mouse,
2018-12-22,2019-01-02,CAWS18,1,3,Shadow_Night_Black,zhavier,[Past/Present]/Finesse,[Finesse]/Anarchy/Blood,,zhavier,normal,forum,,charnel_mouse,
2018-12-22,2019-01-03,CAWS18,1,2,Dreamfire,EricF,[Strength]/Blood/Future,[Discipline/Strength]/Finesse,,Dreamfire,normal,forum,,charnel_mouse,
2019-01-02,2019-01-03,CAWS18,2,1,EricF,codexnewb,[Discipline/Strength]/Finesse,[Necromancy]/Anarchy/Growth,,EricF,normal,forum,,charnel_mouse,
2018-12-30,2019-01-03,CAWS18,2,7,FrozenStorm,tie,SkeleGrow,MonoPurple,,FrozenStorm,normal,forum,,charnel_mouse,
2018-12-31,2019-01-04,CAWS18,2,5,charnel_mouse,Shadow_Night_Black,[Balance]/Blood/Strength,[Past/Present]/Finesse,,charnel_mouse,normal,forum,,charnel_mouse,
2018-12-31,2019-01-07,CAWS18,2,3,flagrantangles,thehug0naut,[Bashing]/Fire/Peace,[Feral]/Blood/Present,,thehug0naut,normal,forum,,charnel_mouse,
2019-01-02,2019-01-11,CAWS18,2,6,witspur,Dreamfire,[Disease]/Anarchy/Blood,[Strength]/Blood/Future,,witspur,normal,forum,,charnel_mouse,
2019-01-11,2019-01-14,CAWS18,3,4,FrozenStorm,charnel_mouse,SkeleGrow,[Balance]/Blood/Strength,,FrozenStorm,normal,forum,,charnel_mouse,
2019-01-11,2019-01-15,CAWS18,3,1,Dreamfire,zhavier,[Strength]/Blood/Future,[Finesse]/Anarchy/Blood,,Dreamfire,normal,forum,,charnel_mouse,
2019-01-13,2019-01-16,CAWS18,3,2,Marto,EricF,[Discipline/Strength]/Finesse,[Discipline/Strength]/Finesse,,Marto,normal,forum,,charnel_mouse,
2019-01-11,2019-01-18,CAWS18,3,5,codexnewb,thehug0naut,[Necromancy]/Anarchy/Growth,[Feral]/Blood/Present,,codexnewb,normal,forum,,charnel_mouse,
2019-01-15,2019-01-18,CAWS18,3,6,Nekoatl,Bob199,[Discipline]/Law/Past,MonoPurple,,Nekoatl,normal,forum,,charnel_mouse,
2019-01-12,2019-01-19,CAWS18,3,7,Shadow_Night_Black,witspur,[Past/Present]/Finesse,[Disease]/Anarchy/Blood,,witspur,normal,forum,,charnel_mouse,
2019-01-19,2019-01-21,CAWS18,3,3,Bomber678,flagrantangles,[Balance]/Law/Peace,[Bashing]/Fire/Peace,,flagrantangles,normal,forum,,charnel_mouse,
2019-01-21,2019-01-21,CAWS18,4,4,codexnewb,flagrantangles,[Necromancy]/Anarchy/Growth,[Bashing]/Fire/Peace,,codexnewb,normal,forum,,charnel_mouse,
2019-01-21,2019-01-22,CAWS18,4,3,zhavier,Nekoatl,[Finesse]/Anarchy/Blood,[Discipline]/Law/Past,,zhavier,normal,forum,,charnel_mouse,
2019-01-21,2019-01-24,CAWS18,4,2,FrozenStorm,Dreamfire,SkeleGrow,[Strength]/Blood/Future,,Dreamfire,normal,forum,,charnel_mouse,
2019-01-21,2019-01-24,CAWS18,4,5,Bomber678,EricF,[Balance]/Law/Peace,[Discipline/Strength]/Finesse,,EricF,normal,forum,,charnel_mouse,
2019-01-21,2019-01-24,CAWS18,4,6,charnel_mouse,tie,[Balance]/Blood/Strength,MonoPurple,,tie,normal,forum,,charnel_mouse,
2019-01-22,2019-01-25,CAWS18,4,7,thehug0naut,Bob199,[Feral]/Blood/Present,MonoPurple,,thehug0naut,normal,forum,,charnel_mouse,
2019-01-22,2019-01-29,CAWS18,4,1,witspur,Marto,[Disease]/Anarchy/Blood,[Discipline/Strength]/Finesse,,Marto,normal,forum,,charnel_mouse,
2019-01-28,2019-01-30,CAWS18,5,1,Marto,Dreamfire,[Discipline/Strength]/Finesse,[Strength]/Blood/Future,,Marto,normal,forum,,charnel_mouse,
2019-01-29,2019-01-30,CAWS18,5,4,Nekoatl,FrozenStorm,[Discipline]/Law/Past,SkeleGrow,,FrozenStorm,normal,forum,,charnel_mouse,
2019-01-29,2019-01-31,CAWS18,5,3,tie,codexnewb,MonoPurple,[Necromancy]/Anarchy/Growth,,codexnewb,normal,forum,,charnel_mouse,
2019-01-28,2019-01-31,CAWS18,5,5,EricF,thehug0naut,[Discipline/Strength]/Finesse,[Feral]/Blood/Present,,EricF,normal,forum,,charnel_mouse,
2019-01-28,2019-02-03,CAWS18,5,2,zhavier,witspur,[Finesse]/Anarchy/Blood,[Disease]/Anarchy/Blood,,zhavier,normal,forum,,charnel_mouse,
2019-02-04,2019-02-05,CAWS18,6,3,flagrantangles,Dreamfire,[Bashing]/Fire/Peace,[Strength]/Blood/Future,,Dreamfire,normal,forum,,charnel_mouse,
2019-02-04,2019-02-05,CAWS18,6,4,EricF,FrozenStorm,[Discipline/Strength]/Finesse,SkeleGrow,,EricF,normal,forum,,charnel_mouse,
2019-02-04,2019-02-06,CAWS18,6,1,Marto,zhavier,[Discipline/Strength]/Finesse,[Finesse]/Anarchy/Blood,,Marto,normal,forum,,charnel_mouse,
2019-02-05,2019-02-07,CAWS18,6,2,witspur,codexnewb,[Disease]/Anarchy/Blood,[Necromancy]/Anarchy/Growth,,witspur,normal,forum,,charnel_mouse,
2019-02-08,2019-02-11,CAWS18,7,1,codexnewb,Marto,[Necromancy]/Anarchy/Growth,[Discipline/Strength]/Finesse,,Marto,normal,forum,,charnel_mouse,
2019-02-08,2019-02-12,CAWS18,7,2,zhavier,EricF,[Finesse]/Anarchy/Blood,[Discipline/Strength]/Finesse,,EricF,normal,forum,,charnel_mouse,
2019-02-08,2019-02-15,CAWS18,7,3,Dreamfire,witspur,[Strength]/Blood/Future,[Disease]/Anarchy/Blood,,Dreamfire,normal,forum,,charnel_mouse,
2019-02-15,2019-02-20,CAWS18,8,1,EricF,Marto,[Discipline/Strength]/Finesse,[Discipline/Strength]/Finesse,,EricF,normal,forum,,charnel_mouse,
2019-02-21,2019-02-25,CAWS18,9,1,Dreamfire,Marto,[Strength]/Blood/Future,[Discipline/Strength]/Finesse,,Marto,normal,forum,,charnel_mouse,
2019-02-27,2019-03-06,CAWS18,10,1,Marto,EricF,[Discipline/Strength]/Finesse,[Discipline/Strength]/Finesse,,EricF,normal,forum,,charnel_mouse,
2019-03-07,2019-03-11,CAWS18,11,1,EricF,Marto,[Discipline/Strength]/Finesse,[Discipline/Strength]/Finesse,,EricF,normal,forum,,charnel_mouse,
2019-03-20,2019-03-22,XCAPS19,1,4,Dreamfire,bansa,[Discipline/Ninjitsu]/Finesse,Blood/Demonology/Strength/Purple,,bansa,normal,forum,,charnel_mouse,
2019-03-20,2019-03-23,XCAPS19,1,3,charnel_mouse,Bomber678,[Anarchy]/Finesse/Strength,Blood/Peace/Truth/Neutral,,Bomber678,normal,forum,,charnel_mouse,
2019-03-21,2019-03-24,XCAPS19,1,6,James,Shadow_Night_Black,[Growth]/Anarchy/Demonology,Crashbarrow.dec,,Shadow_Night_Black,normal,forum,,charnel_mouse,
2019-03-20,2019-03-25,XCAPS19,1,1,FrozenStorm,EricF,[Demonology/Necromancy]/Anarchy,[Peace/Truth]/Finesse,,EricF,normal,forum,,charnel_mouse,
2019-03-20,2019-03-25,XCAPS19,1,2,CarpeGuitarrem,zhavier,Blood/Demonology/Past/Neutral,[Necromancy]/Finesse/Strength,,zhavier,normal,forum,,charnel_mouse,
2019-03-20,2019-03-27,XCAPS19,1,7,codexnewb,bolyarich,[Demonology/Disease]/Finesse,PPA,,bolyarich,normal,forum,,charnel_mouse,
2019-03-28,2019-03-28,XCAPS19,2,2,charnel_mouse,Dreamfire,Balance/Disease/Future/White,Demonology/Necromancy/Peace/Purple,,Dreamfire,normal,forum,,charnel_mouse,
2019-03-28,2019-03-28,XCAPS19,2,4,EricF,codexnewb,Anarchy/Demonology/Growth/Neutral,Discipline/Finesse/Strength/Red,,EricF,normal,forum,,charnel_mouse,
2019-03-28,2019-03-29,XCAPS19,2,6,bansa,Nekoatl,[Demonology]/Fire/Peace,[Law]/Finesse/Past,,bansa,normal,forum,,charnel_mouse,
2019-03-31,2019-04-03,XCAPS19,1,5,Nekoatl,Marto,[Finesse]/Peace/Truth,MonoPurple,,Marto,normal,forum,,charnel_mouse,
2019-03-28,2019-04-03,XCAPS19,2,3,Marto,James,[Necromancy]/Blood/Fire,Finesse/Peace/Truth/White,,Marto,normal,forum,,charnel_mouse,
2019-03-28,2019-04-03,XCAPS19,2,5,zhavier,Bomber678,[Finesse]/Peace/Truth,[Demonology/Disease]/Strength,,zhavier,normal,forum,,charnel_mouse,
2019-04-03,2019-04-05,XCAPS19,3,2,Marto,bansa,[Growth]/Necromancy/Strength,[Past]/Demonology/Finesse,,Marto,normal,forum,,charnel_mouse,
2019-04-03,2019-04-05,XCAPS19,3,5,Nekoatl,FrozenStorm,[Future/Past]/Peace,[Discipline/Strength]/Finesse,,Nekoatl,normal,forum,,charnel_mouse,"No GG in the thread, but recorded as a concede"
2019-04-03,2019-04-07,XCAPS19,3,4,Bomber678,Dreamfire,[Future]/Blood/Peace,Law/Necromancy/Present/Neutral,,Dreamfire,normal,forum,,charnel_mouse,
2019-04-03,2019-04-08,XCAPS19,3,6,codexnewb,charnel_mouse,Anarchy/Demonology/Feral/White,[Disease]/Discipline/Law,,codexnewb,normal,forum,,charnel_mouse,codexnewb dropped out after this
2019-04-04,2019-04-08,XCAPS19,3,7,James,CarpeGuitarrem,[Present]/Balance/Blood,Nightmare,,James,normal,forum,,charnel_mouse,
2019-03-29,2019-04-09,XCAPS19,2,1,FrozenStorm,CarpeGuitarrem,Anarchy/Demonology/Growth/Neutral,Blood/Finesse/Fire/Black,,CarpeGuitarrem,normal,forum,,charnel_mouse,
2019-03-28,2019-04-11,XCAPS19,2,7,Shadow_Night_Black,bolyarich,Anarchy/Demonology/Growth/Neutral,Discipline/Finesse/Strength/Red,,bolyarich,timeout,forum,,charnel_mouse,
2019-04-11,2019-04-12,XCAPS19,4,4,CarpeGuitarrem,Nekoatl,[Present]/Demonology/Peace,[Necromancy]/Finesse/Growth,,CarpeGuitarrem,normal,forum,,charnel_mouse,
2019-04-03,2019-04-13,XCAPS19,3,1,bolyarich,zhavier,[Demonology]/Anarchy/Balance,[Discipline/Strength]/Finesse,,zhavier,normal,forum,,charnel_mouse,
2019-04-11,2019-04-16,XCAPS19,4,2,Dreamfire,EricF,[Blood/Fire]/Demonology,[Necromancy]/Growth/Truth,,EricF,normal,forum,,charnel_mouse,Dreamfire drops out after this
2019-04-17,2019-04-17,XCAPS19,3,3,EricF,Shadow_Night_Black,,,,EricF,timeout,forum,,charnel_mouse,"Shadow never started the thread, draft tournament so decks unknown"
2019-04-11,2019-04-17,XCAPS19,4,5,Bomber678,James,[Discipline/Strength]/Finesse,MonoBlack,,Bomber678,normal,forum,,charnel_mouse,
2019-04-17,2019-04-20,XCAPS19,5,3,bolyarich,CarpeGuitarrem,[Bashing]/Demonology/Necromancy,Anarchy/Blood/Finesse/Black,,bolyarich,normal,forum,,charnel_mouse,
2019-04-12,2019-04-21,XCAPS19,4,3,bansa,bolyarich,[Feral/Growth]/Finesse,[Necromancy]/Blood/Law,,bansa,normal,forum,,charnel_mouse,
2019-04-17,2019-04-22,XCAPS19,5,1,bansa,zhavier,[Feral/Growth]/Strength,[Demonology]/Anarchy/Balance,,zhavier,normal,forum,,charnel_mouse,
2019-04-24,2019-04-25,XCAPS19,6,1,zhavier,EricF,[Discipline/Strength]/Blood,[Balance/Feral]/Finesse,,EricF,normal,forum,,charnel_mouse,Really early concession by EricF
2019-04-24,2019-04-26,XCAPS19,6,3,Bomber678,bansa,[Finesse]/Peace/Truth,[Present]/Blood/Feral,,Bomber678,normal,forum,,charnel_mouse,
2019-04-12,2019-05-01,XCAPS19,4,1,zhavier,Marto,Nightmare,MonoBlue,,zhavier,timeout,forum,,charnel_mouse,
2019-04-17,2019-05-01,XCAPS19,5,2,EricF,Marto,[Discipline/Strength]/Blood,[Feral/Growth]/Finesse,,EricF,timeout,forum,,charnel_mouse,
2019-04-25,2019-05-01,XCAPS19,6,2,Marto,bolyarich,,,,bolyarich,timeout,forum,,charnel_mouse,"No initial response, bolyarich started with Feral/Green"
2019-05-01,2019-05-02,XCAPS19,7,1,EricF,zhavier,[Blood]/Feral/Necromancy,[Discipline/Strength]/Finesse,,EricF,normal,forum,,charnel_mouse,No buildings vs. no units
2019-05-03,2019-05-05,XCAPS19,7,2,bolyarich,Bomber678,[Finesse]/Peace/Truth,[Strength]/Growth/Necromancy,,bolyarich,normal,forum,,charnel_mouse,
2019-05-06,2019-05-13,XCAPS19,8,1,bolyarich,EricF,[Demonology/Disease]/Finesse,Necromancy/Present/Strength/Neutral,,EricF,normal,forum,,charnel_mouse,
2019-05-13,2019-05-15,XCAPS19,9,1,zhavier,EricF,[Discipline/Strength]/Finesse,MonoBlack,,zhavier,normal,forum,,charnel_mouse,
2019-05-15,2019-05-22,XCAPS19,10,1,EricF,zhavier,Anarchy/Feral/Truth/Neutral,Demonology/Finesse/Necromancy/Purple,,zhavier,normal,forum,,charnel_mouse,
2019-06-24,2019-06-26,CAMS19,1,2,Nopethebard,zhavier,[Discipline/Strength]/Finesse,Miracle Grow,,zhavier,normal,forum,,charnel_mouse,
2019-06-24,2019-06-26,CAMS19,1,7,codexnewb,Persephone,Nightmare,MonoGreen,,codexnewb,normal,forum,,charnel_mouse,
2019-06-24,2019-06-27,CAMS19,1,5,charnel_mouse,Nekoatl,[Balance]/Blood/Strength,[Necromancy]/Blood/Growth,,Nekoatl,normal,forum,,charnel_mouse,
2019-06-26,2019-06-27,CAMS19,1,6,EricF,FrozenStorm,[Anarchy/Blood]/Demonology,[Future/Past]/Finesse,,EricF,normal,forum,,charnel_mouse,
2019-06-24,2019-06-28,CAMS19,1,3,CarpeGuitarrem,Bomber678,[Necromancy]/Blood/Finesse,[Finesse]/Peace/Truth,,Bomber678,normal,forum,,charnel_mouse,
2019-06-27,2019-06-28,CAMS19,1,8,Unity,Legion,[Balance/Growth]/Present,Miracle Grow,,Legion,normal,forum,,charnel_mouse,
2019-06-24,2019-06-29,CAMS19,1,4,bansa,bolyarich,[Law/Peace]/Finesse,Miracle Grow,,bansa,normal,forum,,charnel_mouse,
2019-06-25,2019-06-30,CAMS19,1,1,James,hardy83,[Peace/Truth]/Finesse,MonoGreen,,hardy83,normal,forum,,charnel_mouse,
2019-07-01,2019-07-01,CAMS19,2,2,zhavier,Bomber678,Miracle Grow,[Finesse]/Peace/Truth,,zhavier,normal,forum,,charnel_mouse,
2019-07-01,2019-07-02,CAMS19,2,1,hardy83,codexnewb,MonoGreen,Nightmare,,codexnewb,normal,forum,,charnel_mouse,
2019-07-01,2019-07-02,CAMS19,2,4,Nekoatl,bansa,[Necromancy]/Blood/Growth,[Law/Peace]/Finesse,,bansa,normal,forum,,charnel_mouse,
2019-07-01,2019-07-03,CAMS19,2,6,FrozenStorm,Unity,[Future/Past]/Finesse,[Balance/Growth]/Present,,Unity,normal,forum,,charnel_mouse,
2019-07-01,2019-07-04,CAMS19,2,3,Legion,EricF,Miracle Grow,[Anarchy/Blood]/Demonology,,Legion,normal,forum,,charnel_mouse,
2019-07-01,2019-07-05,CAMS19,2,5,CarpeGuitarrem,charnel_mouse,[Necromancy]/Blood/Finesse,[Balance]/Blood/Strength,,charnel_mouse,normal,forum,,charnel_mouse,
2019-07-02,2019-07-06,CAMS19,2,7,Persephone,James,MonoGreen,[Peace/Truth]/Finesse,,Persephone,normal,forum,,charnel_mouse,
2019-07-06,2019-07-08,CAMS19,3,2,bansa,zhavier,[Law/Peace]/Finesse,Miracle Grow,,bansa,normal,forum,,charnel_mouse,
2019-07-08,2019-07-09,CAMS19,3,1,codexnewb,Legion,Nightmare,Miracle Grow,,codexnewb,normal,forum,,charnel_mouse,
